age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
32,4,172714,8,9,4,3,3,1,0,0,40,38,0
20,4,131611,11,10,4,1,3,1,0,0,48,38,0
41,4,253060,10,15,2,12,0,1,0,0,50,38,0
44,4,138966,8,9,2,1,5,0,0,0,38,38,0
35,4,385412,6,13,4,1,1,0,0,0,40,38,0
30,4,227359,11,10,4,3,4,1,0,0,40,38,0
40,7,86912,7,16,2,10,0,1,0,0,50,38,1
25,4,172581,6,13,4,10,1,0,0,0,40,38,0
66,5,220543,8,9,2,1,5,0,0,0,40,38,1
35,4,239755,11,10,4,12,4,1,0,0,50,38,0
41,4,177905,9,14,2,10,0,1,0,0,45,38,1
55,6,111625,8,9,2,12,0,1,0,0,40,38,0
45,4,162915,11,10,0,14,1,1,0,0,50,38,0
29,4,116662,6,13,4,6,1,1,0,0,40,38,0
30,4,169104,4,12,4,8,2,1,0,0,40,39,0
43,4,212894,11,10,2,3,0,1,0,0,40,38,0
22,4,189924,11,10,4,8,1,0,0,0,50,38,0
23,4,274424,1,7,5,8,4,0,0,0,40,38,0
34,4,188246,8,9,2,7,0,1,0,0,40,38,0
51,4,284211,8,9,6,10,4,0,0,0,35,38,0
31,4,368517,4,12,4,10,1,1,0,0,40,38,0
34,4,168768,4,12,4,1,1,0,0,0,35,38,0
33,1,122220,11,10,2,4,5,0,0,0,40,38,1
44,4,175641,1,7,2,12,0,1,0,0,40,38,1
31,4,215297,8,9,2,3,0,1,0,0,45,38,0
41,4,198425,11,10,2,3,0,1,0,0,45,38,0
26,2,180957,9,14,4,10,1,1,0,0,50,38,0
23,4,206129,5,11,4,3,4,0,0,0,40,38,0
42,1,65950,8,9,0,1,4,0,0,0,40,38,0
29,4,197618,8,9,4,1,1,0,0,0,40,38,0
21,4,185357,8,9,4,1,1,1,0,0,50,38,0
28,4,134890,6,13,4,4,3,1,0,0,40,38,0
64,0,193043,8,9,2,0,0,1,0,0,40,38,0
35,1,153633,11,10,4,8,4,0,0,0,40,38,0
58,4,343957,6,13,0,12,1,1,0,0,50,38,0
59,4,159048,8,9,0,8,1,0,0,0,40,38,0
30,4,89735,5,11,2,10,0,1,0,0,40,38,1
28,4,31778,6,13,4,6,3,1,0,0,40,38,0
34,4,236543,8,9,4,3,3,1,0,0,40,38,0
51,7,194475,11,10,0,10,1,0,0,0,40,38,0
41,4,303510,8,9,2,4,0,1,0,0,40,38,0
57,4,171242,11,10,2,10,0,1,0,0,40,38,1
38,4,374524,6,13,2,10,0,1,0,0,40,38,1
45,2,364563,8,9,2,14,0,1,0,0,40,38,1
21,4,47541,8,9,0,7,2,1,0,0,40,38,0
49,4,151107,8,9,4,3,1,1,0,0,40,38,0
27,4,153291,10,15,2,10,5,0,0,0,50,38,1
40,4,169885,8,9,5,8,1,0,0,0,40,38,0
31,2,175778,6,13,0,10,1,0,0,0,40,38,0
39,4,174330,8,9,5,3,4,1,0,0,40,38,0
50,4,35224,8,9,2,3,0,1,0,0,40,38,0
52,4,175622,5,11,0,8,4,0,0,0,40,38,0
44,4,164678,9,14,2,10,5,0,0,0,45,38,0
17,6,181317,0,6,4,5,3,1,0,0,35,38,0
33,1,177945,8,9,2,1,0,1,0,0,40,38,0
28,4,47168,0,6,4,7,3,0,0,0,40,38,0
33,4,168782,5,11,4,3,4,1,0,0,40,38,0
54,4,159755,11,10,2,11,0,1,0,0,40,38,1
57,6,315460,10,15,2,10,0,1,0,0,36,38,0
49,4,135643,8,9,6,3,4,0,0,0,40,34,0
38,4,202683,8,9,4,1,1,1,0,0,40,38,0
39,4,164866,8,9,2,7,0,1,0,0,42,38,1
32,0,227160,11,10,0,0,1,1,0,0,40,38,0
57,4,158077,6,13,2,12,5,0,0,0,40,38,0
25,4,193701,6,13,4,8,1,0,0,0,38,38,0
40,4,143046,6,13,4,10,1,0,0,0,45,38,0
34,4,206297,6,13,2,4,0,1,0,0,48,38,1
35,6,188563,8,9,0,5,3,1,0,0,50,38,0
53,4,35102,11,10,0,1,1,0,0,0,34,38,0
21,4,203055,11,10,4,7,4,1,0,0,40,38,0
43,4,309932,6,13,2,3,0,1,0,0,40,38,0
22,4,177107,5,11,4,10,4,0,0,0,35,38,0
64,6,113929,8,9,2,12,0,1,0,0,35,38,0
46,4,192768,8,9,2,1,5,0,0,0,40,38,0
35,4,234962,8,9,4,7,2,1,0,0,40,25,0
26,4,248990,11,10,4,3,3,1,0,0,40,38,0
25,4,346159,8,9,4,3,1,1,0,0,40,38,0
22,4,60552,11,10,4,12,3,0,0,0,40,38,0
55,4,200992,11,10,6,8,1,0,0,0,35,38,0
26,4,98155,8,9,2,4,0,1,0,0,40,38,0
25,7,143062,8,9,4,1,3,0,0,0,40,38,0
58,7,159021,3,5,2,5,0,1,0,0,40,38,0
34,2,353270,5,11,4,3,3,0,0,0,40,38,0
29,6,162312,11,10,4,4,3,1,0,0,45,34,0
49,7,231961,7,16,0,10,4,1,0,0,50,38,1
38,4,181943,6,13,4,1,1,0,0,0,35,38,0
21,4,163595,11,10,4,8,3,1,0,0,35,38,0
28,4,130856,6,13,2,10,0,1,0,0,40,38,1
42,4,208875,11,10,2,4,5,0,0,0,40,8,1
48,4,116641,8,9,0,1,4,0,0,0,45,38,0
40,4,69333,6,13,2,5,0,1,0,0,40,38,0
36,4,320811,11,10,2,3,0,1,0,0,40,38,1
24,4,89154,3,5,4,8,1,1,0,0,40,8,0
18,6,296090,8,9,4,12,3,1,0,0,48,0,0
39,4,403489,1,7,0,14,3,1,0,0,40,38,0
20,4,217467,11,10,4,3,3,1,0,0,40,38,0
27,0,162104,3,5,4,0,3,0,0,0,40,38,0
54,4,175912,0,6,2,14,0,1,0,0,40,38,0
27,4,289147,8,9,4,7,3,0,0,0,40,38,0
43,1,347720,6,13,4,13,1,1,0,0,50,38,0
22,4,406978,6,13,4,4,2,0,0,0,40,38,0
37,5,163998,4,12,2,12,0,1,0,0,50,38,1
33,4,333701,5,11,4,8,4,1,0,0,40,38,0
45,4,186256,8,9,0,3,1,1,0,0,40,38,0
33,4,104525,8,9,2,6,0,1,0,0,40,38,0
71,4,212806,8,9,2,12,0,1,0,0,36,38,0
23,2,203353,6,13,4,10,3,0,0,0,45,38,0
40,4,193537,11,10,2,1,5,0,0,0,40,6,0
44,4,84535,11,10,0,12,4,0,0,0,48,38,0
31,7,157673,8,9,2,5,0,1,0,0,40,38,0
38,4,186191,6,13,4,10,3,1,0,0,40,38,0
46,2,162566,9,14,0,10,4,0,0,0,50,2,0
30,4,118861,11,10,2,1,0,1,0,0,50,38,1
34,4,206609,11,10,4,12,4,1,0,0,35,38,0
47,4,191957,6,13,2,12,0,1,0,0,40,38,1
62,0,129246,8,9,2,0,0,1,0,0,40,38,0
40,4,114580,8,9,0,3,2,0,0,0,40,39,0
20,4,119215,11,10,4,14,3,1,0,0,40,38,0
45,4,240554,6,13,2,4,0,1,0,0,40,38,1
51,4,144084,8,9,4,7,3,0,0,0,40,38,0
38,4,358682,11,10,2,6,0,1,0,0,40,38,0
49,2,59612,9,14,2,10,0,1,0,0,40,38,1
20,4,117618,11,10,4,4,3,1,0,0,40,38,0
34,4,231238,3,5,5,5,4,1,0,0,40,38,0
42,2,143046,8,9,6,14,4,0,0,0,40,38,0
43,4,203642,6,13,4,10,1,0,0,0,40,38,1
62,4,88579,8,9,4,1,1,0,0,0,38,38,0
30,4,143392,6,13,2,1,5,0,0,0,40,38,0
22,7,264710,6,13,4,13,3,0,0,0,40,38,0
64,7,223830,3,5,4,1,1,0,0,0,38,38,0
42,4,154374,8,9,2,14,0,1,0,0,50,38,1
43,7,242521,8,9,2,3,0,1,0,0,40,38,0
34,4,124569,11,10,0,1,1,0,0,0,40,38,0
21,4,162228,11,10,4,1,3,1,0,0,40,38,0
45,1,60267,8,9,2,1,0,1,0,0,40,38,1
24,4,137876,8,9,4,3,3,1,0,0,50,38,0
70,6,347910,11,10,2,4,0,1,0,0,35,38,0
27,2,138917,6,13,4,10,1,1,0,0,35,38,0
57,4,31532,6,13,2,14,0,1,0,0,40,38,0
37,6,30973,8,9,2,4,0,1,0,0,40,38,0
32,4,295282,8,9,2,3,0,1,0,0,48,38,0
42,4,190786,5,11,2,3,0,1,0,0,40,38,0
24,4,246207,6,13,4,7,3,0,0,0,40,38,0
50,4,130780,8,9,2,6,0,1,0,0,40,38,0
36,4,186212,4,12,2,3,0,1,0,0,50,38,0
42,4,175526,8,9,2,7,0,1,0,0,40,38,0
39,1,82622,6,13,4,1,1,1,0,0,45,38,0
38,7,318886,6,13,2,11,0,1,0,0,52,38,0
18,4,256005,8,9,4,8,3,1,0,0,40,38,0
33,4,154120,8,9,0,6,3,1,0,0,45,38,0
37,4,69251,11,10,2,14,0,1,0,0,40,38,0
24,4,333505,8,9,3,14,3,1,0,0,40,28,0
31,4,168521,6,13,4,4,4,0,0,0,50,38,0
59,4,193568,8,9,0,7,3,0,0,0,40,38,0
47,6,131826,11,10,2,12,0,1,0,0,40,38,0
48,4,79646,1,7,2,5,0,1,0,0,50,38,0
27,4,167031,6,13,4,10,4,0,0,0,33,38,0
34,4,73199,1,7,4,8,3,1,0,0,40,29,0
60,4,33266,8,9,2,11,0,1,0,0,40,38,0
39,4,154410,8,9,2,1,0,1,0,0,40,38,1
56,0,154537,11,10,0,0,4,0,0,0,50,38,1
29,2,273771,9,14,4,10,1,1,0,0,45,38,0
30,4,175083,8,9,0,14,1,1,0,0,52,38,0
24,2,193416,11,10,4,11,3,0,0,0,40,38,0
51,4,74275,8,9,2,7,0,1,0,0,40,38,0
31,4,122609,8,9,0,1,4,0,0,0,40,38,0
36,2,116892,11,10,2,3,0,1,0,0,40,38,0
20,4,105312,8,9,4,12,1,0,0,0,35,38,0
44,4,171615,8,9,2,14,0,1,0,0,45,38,0
39,4,388023,8,9,0,4,1,0,0,0,38,38,0
45,4,170850,8,9,2,7,0,1,0,0,44,38,1
44,4,277720,11,10,2,1,5,0,0,0,35,38,0
34,6,209768,8,9,2,4,0,1,0,0,40,38,0
35,4,93225,8,9,2,3,0,1,0,0,40,38,0
28,1,341709,8,9,4,3,1,1,0,0,40,38,0
32,4,193231,8,9,2,3,0,1,0,0,40,38,0
25,0,104614,1,7,4,0,4,0,0,0,40,38,0
38,4,154568,9,14,2,4,0,1,0,0,40,0,0
45,4,238567,6,13,2,4,0,1,0,0,40,9,1
30,4,208068,8,9,2,3,0,1,0,0,40,25,0
23,4,37783,11,10,4,12,3,0,0,0,40,38,0
27,4,263552,8,9,4,1,1,1,0,0,50,38,0
48,4,255439,11,10,4,6,1,1,0,0,40,38,0
31,5,344275,8,9,4,3,1,1,0,0,44,38,0
36,4,185203,8,9,4,12,1,0,0,0,40,38,0
22,4,187052,8,9,4,1,3,0,0,0,40,38,0
37,1,81853,8,9,0,10,4,0,0,0,40,0,0
30,5,153549,8,9,2,4,0,1,0,0,50,38,1
40,4,271393,4,12,0,4,1,0,0,0,40,38,0
20,4,198148,8,9,4,1,3,1,0,0,40,38,0
36,4,163290,11,10,0,12,4,0,0,0,40,38,0
37,4,295949,8,9,4,7,1,1,0,0,40,38,0
64,2,182866,8,9,6,8,4,0,0,0,40,38,0
38,4,34173,6,13,4,12,4,0,0,0,45,38,0
24,4,197757,6,13,4,10,3,0,0,0,40,29,0
39,4,98941,6,13,4,10,1,1,0,0,40,38,1
44,4,205474,6,13,2,12,0,1,0,0,40,38,1
47,4,206659,11,10,0,1,2,0,0,0,40,38,0
73,0,191394,10,15,2,0,0,1,0,0,40,38,0
66,4,244661,6,13,2,1,0,1,0,0,40,29,0
53,4,47396,11,10,2,1,0,1,0,0,50,38,1
57,7,32694,7,16,2,10,0,1,0,0,40,38,1
44,4,171256,4,12,0,7,3,0,0,0,45,38,0
52,6,217210,8,9,6,8,2,0,0,0,40,38,0
46,4,218329,11,10,4,3,3,1,0,0,40,38,0
20,4,386643,11,10,4,8,3,0,0,0,40,38,0
37,1,125933,8,9,2,1,0,1,0,0,40,38,1
41,6,155767,11,10,2,4,0,1,0,0,50,38,0
22,4,256504,6,13,4,1,3,0,0,0,40,38,0
39,6,103110,6,13,2,10,0,1,0,0,50,38,0
63,4,176696,8,9,2,3,0,1,0,0,40,38,1
51,4,220019,4,12,0,10,1,0,0,0,40,38,0
34,5,242984,6,13,4,4,1,1,0,0,50,38,0
38,4,187847,5,11,2,4,0,1,0,0,50,38,1
42,6,195897,8,9,2,3,0,1,0,0,40,38,0
56,2,391926,8,9,2,4,0,1,0,0,40,38,0
23,4,145389,11,10,2,12,5,0,0,0,40,38,0
33,0,186824,11,10,4,0,3,1,0,0,40,38,0
36,2,101833,6,13,5,10,1,1,0,0,40,38,0
52,4,99602,8,9,5,3,3,0,0,0,40,38,0
28,4,213276,8,9,2,4,0,1,0,0,50,38,0
30,4,176123,0,6,4,7,2,1,0,0,40,39,0
32,4,38797,5,11,4,3,1,1,0,0,40,38,0
53,4,87158,8,9,2,3,0,1,0,0,40,38,0
54,6,205066,0,6,2,3,0,1,0,0,36,38,0
26,4,56929,6,13,4,4,1,1,0,0,50,0,0
31,4,87950,5,11,0,12,1,0,0,0,40,38,0
34,4,150154,8,9,4,1,3,1,0,0,40,38,0
30,7,112139,8,9,2,11,0,1,0,0,40,38,0
53,4,149217,8,9,2,3,0,1,0,0,40,32,0
24,4,190290,5,11,2,3,0,1,0,0,45,38,0
47,4,168211,8,9,2,3,0,1,0,0,44,38,0
44,1,316120,10,15,0,10,4,1,0,0,40,38,1
41,4,107276,5,11,4,10,1,0,0,0,45,38,0
24,4,346909,8,9,2,3,0,1,0,0,44,25,0
65,0,105017,6,13,2,0,0,1,0,0,40,38,0
45,4,317360,6,13,0,10,4,0,0,0,50,38,0
54,4,138179,8,9,2,7,0,1,0,0,40,38,0
40,4,299813,1,7,4,7,1,0,0,0,37,6,0
50,4,185846,8,9,2,12,0,1,0,0,40,38,0
24,4,200295,11,10,4,3,1,1,0,0,40,38,0
58,6,106942,11,10,0,3,4,1,0,0,40,38,0
47,4,52795,11,10,2,7,0,1,0,0,46,38,0
37,6,410919,8,9,4,3,3,1,0,0,35,38,0
22,4,105592,4,12,4,14,1,1,0,0,45,38,0
29,6,183151,8,9,2,14,0,1,0,0,48,38,0
45,4,209912,6,13,2,4,0,1,0,0,40,18,1
26,4,58426,8,9,2,10,0,1,0,0,50,38,0
58,6,121912,5,11,2,3,0,1,0,0,42,38,0
40,4,170730,8,9,2,3,0,1,0,0,50,38,0
56,4,257555,11,10,2,12,0,1,0,0,40,38,0
28,4,195000,6,13,4,12,2,0,0,0,45,38,0
57,4,108741,8,9,2,4,5,0,0,0,40,38,0
37,4,184964,9,14,0,4,1,1,0,0,45,38,1
44,4,156815,8,9,0,1,1,0,0,0,40,38,0
31,4,49325,8,9,2,7,0,1,0,0,40,38,0
42,4,121718,11,10,2,1,0,1,0,0,40,11,0
57,6,327901,0,6,2,3,0,1,0,0,40,38,0
53,2,215990,11,10,2,8,0,1,0,0,35,38,0
38,4,210866,8,9,2,4,0,1,0,0,44,38,1
33,4,322873,8,9,0,12,1,0,0,0,50,38,0
42,4,265698,9,14,0,10,4,0,0,0,40,38,0
50,4,177896,8,9,2,3,0,1,0,0,50,38,0
50,4,189107,8,9,2,7,0,1,0,0,40,38,0
28,4,306830,4,12,2,6,0,1,0,0,40,26,0
33,4,155475,8,9,2,12,0,1,0,0,40,38,0
48,4,117849,11,10,2,10,0,1,0,0,40,38,1
19,4,318822,1,7,4,9,1,0,0,0,35,38,0
48,4,174794,5,11,0,1,4,0,0,0,40,38,0
24,4,193920,9,14,4,9,1,0,0,0,45,0,0
42,1,91468,8,9,0,1,1,0,0,0,40,38,0
43,4,106760,8,9,2,1,5,0,0,0,50,2,1
34,4,375680,4,12,4,3,3,0,0,0,40,38,0
22,4,190968,8,9,2,8,0,1,0,0,40,38,0
50,6,203098,6,13,2,4,0,1,0,0,35,38,0
30,4,206051,8,9,2,14,0,1,0,0,40,38,0
37,6,181553,8,9,0,3,1,1,0,0,50,38,0
34,4,42596,11,10,2,4,0,1,0,0,45,38,0
23,4,56774,8,9,4,3,3,1,0,0,40,38,0
55,4,308118,6,13,6,7,4,0,0,0,40,0,0
20,4,103277,11,10,4,1,3,0,0,0,35,38,0
34,4,149943,8,9,4,8,1,1,0,0,40,23,0
38,7,22245,7,16,2,10,0,1,0,0,45,38,1
60,5,123218,11,10,2,4,0,1,0,0,40,38,0
34,4,157747,8,9,2,14,0,1,0,0,45,38,0
29,4,50028,11,10,2,8,0,1,0,0,40,38,0
36,1,44364,8,9,4,1,3,0,0,0,36,38,0
28,2,56340,9,14,4,10,1,0,0,0,40,38,0
33,7,156015,6,13,2,4,0,1,0,0,40,38,1
40,4,163434,11,10,2,6,0,1,0,0,40,38,0
27,4,85251,11,10,2,14,0,1,0,0,45,38,0
38,5,187411,8,9,2,4,0,1,0,0,40,38,1
38,4,52596,11,10,4,1,3,0,0,0,40,38,0
66,0,260111,11,10,2,0,0,1,0,0,40,38,1
65,2,143570,11,10,4,10,1,0,0,0,40,38,0
30,4,160634,5,11,4,3,3,1,0,0,40,38,1
54,4,29909,1,7,2,8,5,0,0,0,43,38,0
49,4,94215,2,8,0,7,1,0,0,0,40,38,0
48,1,188081,8,9,2,1,0,1,0,0,40,38,1
20,4,218215,11,10,4,1,3,0,0,0,40,38,0
49,4,147002,8,9,4,3,4,0,0,0,40,32,0
52,4,138497,6,13,2,12,0,1,0,0,45,38,1
24,4,57711,9,14,2,10,5,0,0,0,35,38,1
36,2,177858,6,13,2,10,3,1,0,0,40,38,0
38,4,129102,8,9,2,4,0,1,0,0,50,38,0
52,2,278522,11,10,2,14,0,1,0,0,40,38,0
29,1,124953,5,11,2,13,0,1,0,0,42,38,1
33,4,63184,8,9,4,5,1,1,0,0,40,38,0
40,6,165815,11,10,4,3,3,1,0,0,40,38,0
46,2,226871,6,13,0,11,1,1,0,0,50,38,1
44,4,134120,8,9,2,1,5,0,0,0,40,38,1
40,4,95639,8,9,4,3,1,1,0,0,40,38,0
20,4,109952,8,9,2,13,2,1,0,0,40,38,0
33,4,155781,10,15,4,10,1,1,0,0,40,38,1
31,4,49398,11,10,2,13,0,1,0,0,40,38,0
33,4,159303,8,9,0,8,4,0,0,0,40,38,0
19,4,248339,8,9,4,3,3,1,0,0,35,38,0
30,4,183620,8,9,2,12,0,1,0,0,45,38,0
42,4,201495,6,13,2,4,0,1,0,0,40,38,0
37,4,52221,1,7,2,14,0,1,0,0,40,38,0
42,2,266135,11,10,2,11,0,1,0,0,52,38,1
21,4,363192,5,11,4,8,3,0,0,0,40,38,0
29,4,31360,11,10,4,5,3,1,0,0,40,38,0
43,4,63503,6,13,2,10,0,1,0,0,40,38,1
44,4,157614,8,9,0,12,3,1,0,0,38,38,0
38,4,363395,11,10,4,12,4,0,0,0,40,38,0
28,4,338376,11,10,2,1,0,1,0,0,50,38,1
29,4,87523,8,9,4,12,3,0,0,0,40,38,0
20,4,280714,11,10,4,8,3,1,0,0,40,38,0
49,5,119565,9,14,2,12,0,1,0,0,40,38,1
40,5,49249,6,13,2,4,0,1,0,0,50,38,1
45,4,174426,8,9,2,3,0,1,0,0,40,38,0
29,4,37933,6,13,4,4,4,0,0,0,40,38,0
23,4,376416,6,13,4,1,1,1,0,0,40,38,0
20,4,263612,11,10,4,1,3,0,0,0,40,14,0
39,4,191103,8,9,4,8,1,1,0,0,40,38,0
34,4,35644,11,10,2,3,0,1,0,0,40,38,1
43,6,227298,6,13,4,12,1,1,0,0,45,38,0
25,7,187508,11,10,4,6,3,1,0,0,40,38,0
48,4,155372,8,9,6,7,4,0,0,0,36,38,0
36,4,217077,8,9,2,12,0,1,0,0,50,38,0
33,4,103596,5,11,2,14,0,1,0,0,40,38,0
36,2,188236,8,9,2,1,5,0,0,0,40,38,1
42,2,70655,8,9,0,5,1,1,0,0,40,38,0
35,5,64874,4,12,4,12,3,1,0,0,40,38,0
50,5,104849,10,15,2,10,0,1,0,0,40,18,0
40,4,173590,9,14,2,4,0,1,0,0,50,38,1
22,4,412316,8,9,4,12,2,1,0,0,40,0,0
57,5,195835,8,9,2,4,0,1,0,0,40,38,0
51,2,170579,8,9,2,14,0,1,0,0,40,38,1
61,1,230545,8,9,4,1,4,0,0,0,35,32,0
47,4,169549,8,9,2,3,0,1,0,0,40,38,1
38,4,117528,6,13,4,8,2,0,0,0,45,38,0
39,0,180868,1,7,4,0,1,0,0,0,40,38,0
33,4,55717,8,9,4,3,1,1,0,0,40,38,0
46,4,166181,11,10,4,1,3,0,0,0,36,38,0
24,4,52242,8,9,2,12,5,0,0,0,40,38,1
20,4,197997,8,9,4,3,1,1,0,0,40,38,0
34,4,46144,11,10,0,6,4,0,0,0,40,38,0
25,4,212311,11,10,4,1,4,0,0,0,40,38,0
36,4,232874,6,13,2,13,0,1,0,0,40,38,0
61,4,175999,8,9,2,7,0,1,0,0,40,38,0
20,0,326624,8,9,4,0,3,0,0,0,40,38,0
24,4,225515,6,13,4,4,1,0,0,0,40,38,0
60,4,145664,11,10,0,12,1,0,0,0,48,38,0
37,4,151764,11,10,2,4,0,1,0,0,50,38,0
27,4,183523,11,10,2,14,0,1,0,0,40,38,1
51,1,140035,8,9,2,1,0,1,0,0,40,38,1
40,6,325159,11,10,2,13,0,1,0,0,50,38,1
33,4,106938,8,9,2,13,5,0,0,0,38,38,0
31,4,97453,8,9,0,4,4,0,0,0,40,38,0
39,4,59313,2,8,3,14,1,1,0,0,45,0,0
22,4,141297,11,10,4,13,3,1,0,0,40,38,0
31,4,227325,11,10,4,3,1,1,0,0,40,38,0
59,1,176317,0,6,0,8,1,0,0,0,37,38,0
25,4,169124,6,13,4,1,3,1,0,0,40,38,0
23,4,179413,8,9,4,3,4,1,0,0,40,38,0
19,4,45766,11,10,4,6,1,1,0,0,45,38,0
37,4,201141,8,9,4,1,3,0,0,0,37,38,0
28,4,292536,11,10,4,14,1,1,0,0,50,38,0
40,4,82161,6,13,4,1,1,1,0,0,40,38,0
30,4,180656,11,10,3,3,1,1,0,0,40,0,0
20,4,181370,11,10,4,8,3,1,0,0,40,38,0
51,4,84399,8,9,2,7,0,1,0,0,40,38,0
37,1,48779,6,13,2,10,0,1,0,0,40,38,0
58,4,83542,8,9,4,8,1,1,0,0,40,38,0
57,4,214619,11,10,2,3,0,1,0,0,40,38,0
37,4,160035,11,10,0,7,1,1,0,0,40,38,0
23,1,39603,11,10,4,3,4,1,0,0,40,38,0
33,4,261511,8,9,2,3,0,1,0,0,40,38,0
30,4,29522,11,10,2,12,5,0,0,0,40,38,0
23,4,122346,8,9,4,12,3,1,0,0,40,38,0
53,4,152883,8,9,6,1,1,0,0,0,40,38,0
36,4,182074,8,9,4,1,2,1,0,0,40,38,0
30,4,248588,2,8,0,8,1,0,0,0,40,38,0
44,4,187584,8,9,2,11,0,1,0,0,40,2,0
36,4,46706,8,9,4,8,3,1,0,0,40,38,0
42,4,190290,4,12,2,10,0,1,0,0,40,38,1
22,4,117779,6,13,4,10,3,1,0,0,40,38,0
38,4,121602,8,9,2,7,0,1,0,0,40,38,0
35,4,339772,8,9,2,6,0,1,0,0,40,38,0
21,4,185582,11,10,4,12,3,1,0,0,43,38,0
26,4,260614,8,9,2,7,0,1,0,0,40,38,0
19,2,53220,8,9,4,1,3,0,0,0,40,38,0
43,4,213844,8,9,1,3,5,0,0,0,42,38,1
52,4,193116,0,6,2,14,0,1,0,0,45,38,0
38,2,201410,6,13,2,4,0,1,0,0,40,38,1
28,4,190525,6,13,2,4,0,1,0,0,46,38,1
57,6,138285,4,12,2,8,0,1,0,0,40,19,0
51,4,111939,6,13,2,10,0,1,0,0,50,38,1
50,4,109277,3,5,2,7,0,1,0,0,48,38,0
32,4,331539,6,13,2,4,0,1,0,0,50,3,1
37,4,126675,8,9,2,3,0,1,0,0,40,38,0
69,6,349022,8,9,2,12,0,1,0,0,33,38,0
37,4,234901,11,10,2,12,0,1,0,0,50,11,1
47,6,265097,8,9,2,14,0,1,0,0,45,38,1
63,4,237379,0,6,2,14,0,1,0,0,40,38,0
17,4,270942,8,9,4,8,2,1,0,0,35,25,0
56,4,193622,8,9,5,3,4,1,0,0,40,38,0
27,4,160178,11,10,0,1,1,0,0,0,38,38,0
33,4,96245,4,12,2,10,0,1,0,0,50,38,0
26,4,34803,8,9,4,4,1,0,0,0,40,38,0
20,4,170091,11,10,4,8,3,0,0,0,35,38,0
42,4,231813,1,7,2,14,0,1,0,0,40,38,0
55,4,23789,8,9,0,4,1,0,0,0,40,38,0
49,4,28791,11,10,0,8,1,0,0,0,40,38,0
34,4,162814,8,9,0,11,1,1,0,0,45,38,0
38,4,58108,6,13,2,4,0,1,0,0,50,38,1
40,5,102226,8,9,2,4,0,1,0,0,40,38,0
46,6,157117,8,9,2,14,0,1,0,0,40,38,0
29,4,172865,8,9,2,7,0,1,0,0,50,38,0
71,0,229424,8,9,6,0,1,0,0,0,40,38,0
27,4,189462,9,14,4,1,1,0,0,0,46,38,0
52,4,139347,8,9,2,14,5,0,0,0,40,38,0
37,5,111128,11,10,2,3,0,1,0,0,50,38,1
28,4,81540,8,9,4,6,1,1,0,0,40,38,0
31,4,59496,11,10,2,1,0,1,0,0,50,38,0
29,4,29974,8,9,2,3,0,1,0,0,40,38,0
45,4,102597,8,9,6,1,4,0,0,0,35,38,0
50,4,118565,1,7,2,7,0,1,0,0,40,38,0
54,7,312897,7,16,2,10,0,1,0,0,46,9,1
23,4,203076,11,10,4,7,3,1,0,0,40,38,0
66,4,201197,6,13,2,10,0,1,0,0,45,38,1
61,4,273803,8,9,2,3,0,1,0,0,40,38,0
55,4,156797,11,10,0,7,1,0,0,0,40,38,0
24,4,283896,8,9,4,6,1,1,0,0,40,38,0
49,4,156926,5,11,0,4,1,1,0,0,45,38,1
56,5,165881,8,9,2,12,0,1,0,0,50,38,1
25,4,86872,8,9,2,12,0,1,0,0,40,38,0
49,4,167523,6,13,0,11,1,1,0,0,40,38,0
58,4,154950,6,13,2,13,0,1,0,0,40,38,1
40,1,171231,6,13,4,1,1,1,0,0,40,32,0
62,4,244933,9,14,0,10,1,0,0,0,45,38,0
34,6,33442,5,11,4,8,2,0,0,0,40,38,0
28,0,268222,1,7,4,0,1,0,0,0,40,38,0
32,4,167106,8,9,2,12,0,1,0,0,40,16,0
22,2,50065,6,13,4,10,1,0,0,0,35,38,0
34,7,252529,6,13,4,10,1,1,0,0,48,38,0
47,4,343579,8,9,2,8,0,1,0,0,40,25,0
19,4,190817,11,10,4,12,3,0,0,0,40,38,0
42,4,123816,8,9,0,7,1,0,0,0,40,38,0
42,4,115085,8,9,2,1,0,1,0,0,50,38,0
40,4,180985,9,14,2,4,0,1,0,0,50,38,1
62,2,33365,8,9,6,8,1,0,0,0,40,2,0
47,4,180551,11,10,2,14,0,1,0,0,50,38,0
40,4,77975,11,10,2,4,0,1,0,0,40,38,0
44,4,159297,8,9,2,4,5,0,0,0,40,0,1
46,2,367251,11,10,2,3,0,1,0,0,40,38,1
47,1,220269,11,10,2,6,0,1,0,0,40,38,1
40,6,45093,8,9,0,3,1,1,0,0,45,2,0
34,4,101709,8,9,5,14,1,1,0,0,40,38,0
41,4,219591,8,9,4,1,3,1,0,0,40,38,0
41,4,76625,8,9,2,3,0,1,0,0,40,38,0
20,4,342599,11,10,4,6,3,1,0,0,35,38,0
54,2,238257,6,13,4,10,1,1,0,0,50,38,0
39,5,206253,6,13,2,10,5,0,0,0,40,38,0
37,4,172571,8,9,0,7,1,1,0,0,40,38,0
59,4,95165,7,16,2,12,0,1,0,0,40,38,0
24,4,267843,6,13,4,10,3,0,0,0,35,38,0
20,4,132320,11,10,5,3,1,1,0,0,40,38,0
